Contains(e1,e2)	<e1> Panama </e1>'s capital and largest city is <e2> Panama City </e2>, whose metropolitan area is home to nearly half the country's 4 million inhabitants.
Contains(e1,e2)	<e1>Australia</e1> has six states — <e2>New South Wales</e2> (NSW), Queensland (QLD), South Australia (SA), Tasmania (TAS), Victoria (VIC) and Western Australia (WA) — and three mainland territories—the Australian Capital Territory (ACT), the Northern Territory (NT), and the Jervis Bay Territory (JBT).
Contains(e1,e2)	<e1> Afro-Eurasia </e1> (also Afroeurasia, Eurafrasia or the Old World) is a landmass comprising the continents of <e2> Africa </e2>, Asia, and Europe.
Contains(e1,e2)	<e1>California</e1> is one of the most geographically diverse states in the union and is often geographically bisected into two regions, Southern California, comprising the ten southernmost counties, and <e2> Northern California </e2>, comprising the 48 northernmost counties.
Contains(e1,e2)	The motorway starts in <e1>Paris</e1> at the <e2> Porte d'Auteuil </e2>, a former gate of the Paris walls, and ends at Mondeville's Mondeville 2 (Porte de Paris) exchange junction on the Boulevard Périphérique (Caen). 
Contains(e1,e2)	Arequipa is the sixth largest department in <e1> Peru </e1>, after <e2> Puno </e2>, Cuzco, Madre de Dios, Ucayali, and Loreto
Contains(e1,e2)	At its most inclusive, in the <e1> United States </e1> the Great Lakes megalopolis region cuts a wide swath from the twin cities of <e2> Minneapolis–Saint Paul</e2> in Minnesota in the west, south to St. Louis and Louisville, Kentucky, and east to Rochester, New York; in Canada, it continues northeasterly to Quebec City.
Contains(e1,e2)	The capital of <e1> Arequipa </e1>, also called <e2> Arequipa </e2>, is Peru's second-largest city.
Contains(e1,e2)	In Canada, the western edge of the <e1> Rockies </e1> is formed by the huge <e2> Rocky Mountain Trench </e2>, which runs the length of British Columbia from its beginning as the Kechika Valley on the south bank of the Liard River, to the middle Lake Koocanusa valley in northwestern Montana.
Contains(e1,e2)	The seat of government and executive capital of <e1> Bolivia </e1> is <e2> La Paz </e2>, while the constitutional capital is Sucre.
Contains(e1,e2)	Central ranges of the <e1> Rockies </e1> include the <e2> La Sal Range </e2> along the Utah-Colorado border, the Abajo Mountains and Henry Mountains of Southeastern Utah, the Uinta Range of Utah and Wyoming, and the Teton Range of Wyoming and Idaho.
Contains(e1,e2)	The South Fork (200 mi/320 km) of the Kuskokwim River rises in the southwestern end of the Alaska Range west of Mount Gerdine and flows north-northwest through the mountains, past Nikolai, receiving other streams that descend from the <e1> Alaska Range </e1> northwest of <e2> Denali </e2>. 
Contains(e1,e2)	The Arizona Sun Corridor, shortened Sun Corridor, is a megaregion, or megapolitan area, in the southern area of the <e1> U.S. </e1> state of <e2> Arizona </e2>.
Contains(e1,e2)	<e1> Maryland </e1>, Missouri and Nevada are each composed entirely of counties, except that each also has exactly one independent city: <e2> Baltimore </e2>, St. Louis, and Carson City, respectively.
Contains(e1,e2)	<e1>Australia</e1> has six states — New South Wales (NSW), <e2>Queensland</e2> (QLD), South Australia (SA), Tasmania (TAS), Victoria (VIC) and Western Australia (WA) — and three mainland territories—the Australian Capital Territory (ACT), the Northern Territory (NT), and the Jervis Bay Territory (JBT).
Contains(e1,e2)	Thailand, officially the Kingdom of Thailand and historically known as Siam, is a country in <e1> Southeast Asia </e1> on the <e2> Indochinese Peninsula </e2>.
Contains(e1,e2)	<e1>Australia</e1> has six states — New South Wales (NSW), Queensland (QLD), <e2>South Australia</e2> (SA), Tasmania (TAS), Victoria (VIC) and Western Australia (WA) — and three mainland territories—the Australian Capital Territory (ACT), the Northern Territory (NT), and the Jervis Bay Territory (JBT).
Contains(e1,e2)	<e1> Canada </e1>'s capital is <e2> Ottawa </e2>, and its three largest metropolitan areas are Toronto, Montreal, and Vancouver.
Contains(e1,e2)	<e1>Australia</e1> has six states — New South Wales (NSW), Queensland (QLD), South Australia (SA), Tasmania (TAS), Victoria (VIC) and Western Australia (WA) — and three mainland territories—the Australian Capital Territory (ACT), the Northern Territory (NT), and the <e2>Jervis Bay Territory</e2> (JBT).
Contains(e1,e2)	<e1> Afro-Eurasia </e1> (also Afroeurasia, Eurafrasia or the Old World) is a landmass comprising the continents of Africa, <e2> Asia </e2>, and Europe.
Contains(e1,e2)	In <e1> Canada </e1>, the western edge of the Rockies is formed by the huge Rocky Mountain Trench, which runs the length of British Columbia from its beginning as the <e2> Kechika Valley </e2> on the south bank of the Liard River, to the middle Lake Koocanusa valley in northwestern Montana.
Contains(e1,e2)	<e1>Australia</e1> has six states — New South Wales (NSW), Queensland (QLD), South Australia (SA), Tasmania (TAS), Victoria (VIC) and <e2>Western Australia</e2> (WA) — and three mainland territories—the Australian Capital Territory (ACT), the Northern Territory (NT), and the Jervis Bay Territory (JBT).
Contains(e1,e2)	<e1> Afro-Eurasia </e1> (also Afroeurasia, Eurafrasia or the Old World) is a landmass comprising the continents of Africa, Asia, and <e2> Europe </e2>.
Contains(e1,e2)	The largest city in <e1>California</e1> is <e2>Los Angeles</e2>.
Contains(e1,e2)	The country occupies the major part of the <e1>British Isles</e1> archipelago and includes the island of <e2>Great Britain</e2>, the north-eastern one-sixth of the island of Ireland and some smaller surrounding islands.
Contains(e1,e2)	The Great Plains is the southern and main part of the <e1> Interior Plains </e1>, which also include the tallgrass prairie between the Great Lakes and Appalachian Plateau, and the Taiga Plains and <e2> Boreal Plains </e2> ecozones in Northern Canada.
Contains(e1,e2)	At its most inclusive, in the <e1> United States </e1> the Great Lakes megalopolis region cuts a wide swath from the twin cities of Minneapolis–Saint Paul in Minnesota in the west, south to <e2> St. Louis </e2> and Louisville, Kentucky, and east to Rochester, New York; in Canada, it continues northeasterly to Quebec City.
Contains(e1,e2)	The western edge of the <e1> Rockies </e1> includes ranges such as the Wasatch near Salt Lake City, the San Juan Mountains of New Mexico and Colorado, the <e2> Bitterroots </e2> along the Idaho-Montana border, and the Sawtooths in central Idaho.
Contains(e1,e2)	<e1>Australia</e1> has six states — New South Wales (NSW), Queensland (QLD), South Australia (SA), <e2>Tasmania</e2> (TAS), Victoria (VIC) and Western Australia (WA) — and three mainland territories—the Australian Capital Territory (ACT), the Northern Territory (NT), and the Jervis Bay Territory (JBT).
Contains(e1,e2)	The Mississippi River is the second-longest river and chief river of the second-largest drainage system in <e1> North America </e1>, second only to the <e2> Hudson Bay drainage system </e2>.
Contains(e1,e2)	The <e1>France</e1> carried out its first studies in 1927 to create the l'Autoroute de l'Ouest that was to connect the capital to <e2>Normandy</e2>.
Contains(e1,e2)	This makes <e1> Egypt </e1> a transcontinental country, with the <e2> Sinai peninsula </e2> in Asia and the remainder of the country in Africa.
Contains(e1,e2)	Central ranges of the <e1> Rockies </e1> include the La Sal Range along the Utah-Colorado border, the Abajo Mountains and Henry Mountains of Southeastern Utah, the <e2> Uinta Range </e2> of Utah and Wyoming, and the Teton Range of Wyoming and Idaho.
Contains(e1,e2)	<e1>Australia</e1> has six states — New South Wales (NSW), Queensland (QLD), South Australia (SA), Tasmania (TAS), <e2>Victoria</e2> (VIC) and Western Australia (WA) — and three mainland territories—the Australian Capital Territory (ACT), the Northern Territory (NT), and the Jervis Bay Territory (JBT).
Contains(e1,e2)	"The United Nations formally recognizes "" <e1> North America </e1> "" as comprising three areas: Northern America, <e2> Central America </e2>, and the Caribbean."
Contains(e1,e2)	Together with the <e1> Pacific States </e1> of <e2> Alaska </e2>, California, Hawaii, Oregon, and Washington, the Mountain states constitute the broader region of the West, one of the four regions the United States Census Bureau formally recognizes (the Northeast, South, and Midwest being the other three).
Contains(e1,e2)	Meanwhile, the Sonoran Desert is located in much of Arizona, and the <e1> Chihuahuan Desert </e1> is located in most of southwestern and southern New Mexico, including White Sands and <e2> Jornada del Muerto </e2>.
Contains(e1,e2)	The motorway starts in Paris at the Porte d'Auteuil, a former gate of the Paris walls, and ends at <e1> Mondeville </e1> 's <e2> Mondeville 2 </e2> (Porte de Paris) exchange junction on the Boulevard Périphérique (Caen). 
Contains(e1,e2)	"The United Nations formally recognizes "" <e1> North America </e1> "" as comprising three areas: Northern America, Central America, and the <e2> Caribbean </e2>."
Contains(e1,e2)	Maryland, <e1> Missouri </e1> and Nevada are each composed entirely of counties, except that each also has exactly one independent city: Baltimore, <e2> St. Louis </e2>, and Carson City, respectively.
